n,Sr No,Folder,Picture,Composition,composition_final,Element,Fraction,Frac,H2_W%,Pressure,Temperature,Che_pot,AN,Period,AR,Cr,VWR,EN,Density,EA,MP,BP,VEC,FIE,TC,BM,HF,MV,Mass,SH,M-M_Eng,M-M_Bond,M-H_Bond,M-H_Eng,formation_H,en_at_H,formation_M,en_at_M,vol_H,vol_M,vol_diff,EN.Diff,M-H.EN.Diff,Atomic.Size.Diff,dSmix,ele_lst,frac_lst,Element_corrected,frac_corrected,composition_final
640,11,PCT,86.pdf-004.png,La Mg3.70 Ni1.18,La0.17Mg0.63Ni0.2,La Mg Ni,0.17 0.63 0.2,0.17 0.63 0.2,1.1847333984375,0.449475769038889,588,3673.76800396507,22.85,3.71,1.5776,134.83,221.1,1.3943,3.9237,0.3119,1128.53,2105.69,3.77,7.2961,121.21,69.11,9.992,13.9674,50.668,764.75,-1.6071,3.0492,1.7607,-3.1134,-0.3325,-3.6792,0.0063,-2.9975,47.9579,55.8713,-0.2049,0.2691,-0.8057,12.25,7.6011,"['La', 'Mg', 'Ni']","['0.17', '0.63', '0.2']","['La', 'Mg', 'Ni']",[0.17 0.63 0.2],La0.17Mg0.63Ni0.2
641,11,PCT,86.pdf-004.png,La Mg3.70 Ni1.18,La0.17Mg0.63Ni0.2,La Mg Ni,0.17 0.63 0.2,0.17 0.63 0.2,1.2201298828125,0.465380543794689,588,3758.76951250804,22.85,3.71,1.5776,134.83,221.1,1.3943,3.9237,0.3119,1128.53,2105.69,3.77,7.2961,121.21,69.11,9.992,13.9674,50.668,764.75,-1.6071,3.0492,1.7607,-3.1134,-0.3325,-3.6792,0.0063,-2.9975,47.9579,55.8713,-0.2049,0.2691,-0.8057,12.25,7.6011,"['La', 'Mg', 'Ni']","['0.17', '0.63', '0.2']","['La', 'Mg', 'Ni']",[0.17 0.63 0.2],La0.17Mg0.63Ni0.2
642,11,PCT,86.pdf-004.png,La Mg3.70 Ni1.18,La0.17Mg0.63Ni0.2,La Mg Ni,0.17 0.63 0.2,0.17 0.63 0.2,1.2555263671875,0.476028444223263,588,3814.06789167167,22.85,3.71,1.5776,134.83,221.1,1.3943,3.9237,0.3119,1128.53,2105.69,3.77,7.2961,121.21,69.11,9.992,13.9674,50.668,764.75,-1.6071,3.0492,1.7607,-3.1134,-0.3325,-3.6792,0.0063,-2.9975,47.9579,55.8713,-0.2049,0.2691,-0.8057,12.25,7.6011,"['La', 'Mg', 'Ni']","['0.17', '0.63', '0.2']","['La', 'Mg', 'Ni']",[0.17 0.63 0.2],La0.17Mg0.63Ni0.2
643,11,PCT,86.pdf-004.png,La Mg3.70 Ni1.18,La0.17Mg0.63Ni0.2,La Mg Ni,0.17 0.63 0.2,0.17 0.63 0.2,1.2909228515625,0.486448117938904,588,3866.99634029973,22.85,3.71,1.5776,134.83,221.1,1.3943,3.9237,0.3119,1128.53,2105.69,3.77,7.2961,121.21,69.11,9.992,13.9674,50.668,764.75,-1.6071,3.0492,1.7607,-3.1134,-0.3325,-3.6792,0.0063,-2.9975,47.9579,55.8713,-0.2049,0.2691,-0.8057,12.25,7.6011,"['La', 'Mg', 'Ni']","['0.17', '0.63', '0.2']","['La', 'Mg', 'Ni']",[0.17 0.63 0.2],La0.17Mg0.63Ni0.2
644,11,PCT,86.pdf-004.png,La Mg3.70 Ni1.18,La0.17Mg0.63Ni0.2,La Mg Ni,0.17 0.63 0.2,0.17 0.63 0.2,1.3263193359375,0.497063736789672,588,3919.76679355874,22.85,3.71,1.5776,134.83,221.1,1.3943,3.9237,0.3119,1128.53,2105.69,3.77,7.2961,121.21,69.11,9.992,13.9674,50.668,764.75,-1.6071,3.0492,1.7607,-3.1134,-0.3325,-3.6792,0.0063,-2.9975,47.9579,55.8713,-0.2049,0.2691,-0.8057,12.25,7.6011,"['La', 'Mg', 'Ni']","['0.17', '0.63', '0.2']","['La', 'Mg', 'Ni']",[0.17 0.63 0.2],La0.17Mg0.63Ni0.2
645,11,PCT,86.pdf-004.png,La Mg3.70 Ni1.18,La0.17Mg0.63Ni0.2,La Mg Ni,0.17 0.63 0.2,0.17 0.63 0.2,1.3617158203125,0.507911017269767,588,3972.53724681775,22.85,3.71,1.5776,134.83,221.1,1.3943,3.9237,0.3119,1128.53,2105.69,3.77,7.2961,121.21,69.11,9.992,13.9674,50.668,764.75,-1.6071,3.0492,1.7607,-3.1134,-0.3325,-3.6792,0.0063,-2.9975,47.9579,55.8713,-0.2049,0.2691,-0.8057,12.25,7.6011,"['La', 'Mg', 'Ni']","['0.17', '0.63', '0.2']","['La', 'Mg', 'Ni']",[0.17 0.63 0.2],La0.17Mg0.63Ni0.2
646,11,PCT,86.pdf-004.png,La Mg3.70 Ni1.18,La0.17Mg0.63Ni0.2,La Mg Ni,0.17 0.63 0.2,0.17 0.63 0.2,1.3971123046875,0.518995014865003,588,4025.30770007677,22.85,3.71,1.5776,134.83,221.1,1.3943,3.9237,0.3119,1128.53,2105.69,3.77,7.2961,121.21,69.11,9.992,13.9674,50.668,764.75,-1.6071,3.0492,1.7607,-3.1134,-0.3325,-3.6792,0.0063,-2.9975,47.9579,55.8713,-0.2049,0.2691,-0.8057,12.25,7.6011,"['La', 'Mg', 'Ni']","['0.17', '0.63', '0.2']","['La', 'Mg', 'Ni']",[0.17 0.63 0.2],La0.17Mg0.63Ni0.2
647,11,PCT,86.pdf-004.png,La Mg3.70 Ni1.18,La0.17Mg0.63Ni0.2,La Mg Ni,0.17 0.63 0.2,0.17 0.63 0.2,1.4325087890625,0.530355173655013,588,4078.23614870483,22.85,3.71,1.5776,134.83,221.1,1.3943,3.9237,0.3119,1128.53,2105.69,3.77,7.2961,121.21,69.11,9.992,13.9674,50.668,764.75,-1.6071,3.0492,1.7607,-3.1134,-0.3325,-3.6792,0.0063,-2.9975,47.9579,55.8713,-0.2049,0.2691,-0.8057,12.25,7.6011,"['La', 'Mg', 'Ni']","['0.17', '0.63', '0.2']","['La', 'Mg', 'Ni']",[0.17 0.63 0.2],La0.17Mg0.63Ni0.2
648,11,PCT,86.pdf-004.png,La Mg3.70 Ni1.18,La0.17Mg0.63Ni0.2,La Mg Ni,0.17 0.63 0.2,0.17 0.63 0.2,1.4679052734375,0.541893937373871,588,4130.8486065948,22.85,3.71,1.5776,134.83,221.1,1.3943,3.9237,0.3119,1128.53,2105.69,3.77,7.2961,121.21,69.11,9.992,13.9674,50.668,764.75,-1.6071,3.0492,1.7607,-3.1134,-0.3325,-3.6792,0.0063,-2.9975,47.9579,55.8713,-0.2049,0.2691,-0.8057,12.25,7.6011,"['La', 'Mg', 'Ni']","['0.17', '0.63', '0.2']","['La', 'Mg', 'Ni']",[0.17 0.63 0.2],La0.17Mg0.63Ni0.2
649,11,PCT,86.pdf-004.png,La Mg3.70 Ni1.18,La0.17Mg0.63Ni0.2,La Mg Ni,0.17 0.63 0.2,0.17 0.63 0.2,1.5033017578125,0.550828158263117,588,4170.82143496166,22.85,3.71,1.5776,134.83,221.1,1.3943,3.9237,0.3119,1128.53,2105.69,3.77,7.2961,121.21,69.11,9.992,13.9674,50.668,764.75,-1.6071,3.0492,1.7607,-3.1134,-0.3325,-3.6792,0.0063,-2.9975,47.9579,55.8713,-0.2049,0.2691,-0.8057,12.25,7.6011,"['La', 'Mg', 'Ni']","['0.17', '0.63', '0.2']","['La', 'Mg', 'Ni']",[0.17 0.63 0.2],La0.17Mg0.63Ni0.2
650,11,PCT,86.pdf-004.png,La Mg3.70 Ni1.18,La0.17Mg0.63Ni0.2,La Mg Ni,0.17 0.63 0.2,0.17 0.63 0.2,1.5386982421875,0.558463962568682,588,4204.47444856696,22.85,3.71,1.5776,134.83,221.1,1.3943,3.9237,0.3119,1128.53,2105.69,3.77,7.2961,121.21,69.11,9.992,13.9674,50.668,764.75,-1.6071,3.0492,1.7607,-3.1134,-0.3325,-3.6792,0.0063,-2.9975,47.9579,55.8713,-0.2049,0.2691,-0.8057,12.25,7.6011,"['La', 'Mg', 'Ni']","['0.17', '0.63', '0.2']","['La', 'Mg', 'Ni']",[0.17 0.63 0.2],La0.17Mg0.63Ni0.2
651,11,PCT,86.pdf-004.png,La Mg3.70 Ni1.18,La0.17Mg0.63Ni0.2,La Mg Ni,0.17 0.63 0.2,0.17 0.63 0.2,1.5740947265625,0.566242215248523,588,4238.2854575413,22.85,3.71,1.5776,134.83,221.1,1.3943,3.9237,0.3119,1128.53,2105.69,3.77,7.2961,121.21,69.11,9.992,13.9674,50.668,764.75,-1.6071,3.0492,1.7607,-3.1134,-0.3325,-3.6792,0.0063,-2.9975,47.9579,55.8713,-0.2049,0.2691,-0.8057,12.25,7.6011,"['La', 'Mg', 'Ni']","['0.17', '0.63', '0.2']","['La', 'Mg', 'Ni']",[0.17 0.63 0.2],La0.17Mg0.63Ni0.2
652,11,PCT,86.pdf-004.png,La Mg3.70 Ni1.18,La0.17Mg0.63Ni0.2,La Mg Ni,0.17 0.63 0.2,0.17 0.63 0.2,1.6094912109375,0.57409169549082,588,4271.93847114659,22.85,3.71,1.5776,134.83,221.1,1.3943,3.9237,0.3119,1128.53,2105.69,3.77,7.2961,121.21,69.11,9.992,13.9674,50.668,764.75,-1.6071,3.0492,1.7607,-3.1134,-0.3325,-3.6792,0.0063,-2.9975,47.9579,55.8713,-0.2049,0.2691,-0.8057,12.25,7.6011,"['La', 'Mg', 'Ni']","['0.17', '0.63', '0.2']","['La', 'Mg', 'Ni']",[0.17 0.63 0.2],La0.17Mg0.63Ni0.2
653,11,PCT,86.pdf-004.png,La Mg3.70 Ni1.18,La0.17Mg0.63Ni0.2,La Mg Ni,0.17 0.63 0.2,0.17 0.63 0.2,1.6448876953125,0.582049988425663,588,4305.59148475189,22.85,3.71,1.5776,134.83,221.1,1.3943,3.9237,0.3119,1128.53,2105.69,3.77,7.2961,121.21,69.11,9.992,13.9674,50.668,764.75,-1.6071,3.0492,1.7607,-3.1134,-0.3325,-3.6792,0.0063,-2.9975,47.9579,55.8713,-0.2049,0.2691,-0.8057,12.25,7.6011,"['La', 'Mg', 'Ni']","['0.17', '0.63', '0.2']","['La', 'Mg', 'Ni']",[0.17 0.63 0.2],La0.17Mg0.63Ni0.2
654,11,PCT,86.pdf-004.png,La Mg3.70 Ni1.18,La0.17Mg0.63Ni0.2,La Mg Ni,0.17 0.63 0.2,0.17 0.63 0.2,1.6802841796875,0.590156745863421,588,4339.40249372624,22.85,3.71,1.5776,134.83,221.1,1.3943,3.9237,0.3119,1128.53,2105.69,3.77,7.2961,121.21,69.11,9.992,13.9674,50.668,764.75,-1.6071,3.0492,1.7607,-3.1134,-0.3325,-3.6792,0.0063,-2.9975,47.9579,55.8713,-0.2049,0.2691,-0.8057,12.25,7.6011,"['La', 'Mg', 'Ni']","['0.17', '0.63', '0.2']","['La', 'Mg', 'Ni']",[0.17 0.63 0.2],La0.17Mg0.63Ni0.2
655,11,PCT,86.pdf-004.png,La Mg3.70 Ni1.18,La0.17Mg0.63Ni0.2,La Mg Ni,0.17 0.63 0.2,0.17 0.63 0.2,1.7156806640625,0.597526148305438,588,4369.73760458172,22.85,3.71,1.5776,134.83,221.1,1.3943,3.9237,0.3119,1128.53,2105.69,3.77,7.2961,121.21,69.11,9.992,13.9674,50.668,764.75,-1.6071,3.0492,1.7607,-3.1134,-0.3325,-3.6792,0.0063,-2.9975,47.9579,55.8713,-0.2049,0.2691,-0.8057,12.25,7.6011,"['La', 'Mg', 'Ni']","['0.17', '0.63', '0.2']","['La', 'Mg', 'Ni']",[0.17 0.63 0.2],La0.17Mg0.63Ni0.2
656,11,PCT,86.pdf-004.png,La Mg3.70 Ni1.18,La0.17Mg0.63Ni0.2,La Mg Ni,0.17 0.63 0.2,0.17 0.63 0.2,1.7510771484375,0.604245068668639,588,4397.07080342546,22.85,3.71,1.5776,134.83,221.1,1.3943,3.9237,0.3119,1128.53,2105.69,3.77,7.2961,121.21,69.11,9.992,13.9674,50.668,764.75,-1.6071,3.0492,1.7607,-3.1134,-0.3325,-3.6792,0.0063,-2.9975,47.9579,55.8713,-0.2049,0.2691,-0.8057,12.25,7.6011,"['La', 'Mg', 'Ni']","['0.17', '0.63', '0.2']","['La', 'Mg', 'Ni']",[0.17 0.63 0.2],La0.17Mg0.63Ni0.2
657,11,PCT,86.pdf-004.png,La Mg3.70 Ni1.18,La0.17Mg0.63Ni0.2,La Mg Ni,0.17 0.63 0.2,0.17 0.63 0.2,1.7864736328125,0.611000047239326,588,4424.24600690016,22.85,3.71,1.5776,134.83,221.1,1.3943,3.9237,0.3119,1128.53,2105.69,3.77,7.2961,121.21,69.11,9.992,13.9674,50.668,764.75,-1.6071,3.0492,1.7607,-3.1134,-0.3325,-3.6792,0.0063,-2.9975,47.9579,55.8713,-0.2049,0.2691,-0.8057,12.25,7.6011,"['La', 'Mg', 'Ni']","['0.17', '0.63', '0.2']","['La', 'Mg', 'Ni']",[0.17 0.63 0.2],La0.17Mg0.63Ni0.2
658,11,PCT,86.pdf-004.png,La Mg3.70 Ni1.18,La0.17Mg0.63Ni0.2,La Mg Ni,0.17 0.63 0.2,0.17 0.63 0.2,1.8218701171875,0.618030239987943,588,4452.21118722005,22.85,3.71,1.5776,134.83,221.1,1.3943,3.9237,0.3119,1128.53,2105.69,3.77,7.2961,121.21,69.11,9.992,13.9674,50.668,764.75,-1.6071,3.0492,1.7607,-3.1134,-0.3325,-3.6792,0.0063,-2.9975,47.9579,55.8713,-0.2049,0.2691,-0.8057,12.25,7.6011,"['La', 'Mg', 'Ni']","['0.17', '0.63', '0.2']","['La', 'Mg', 'Ni']",[0.17 0.63 0.2],La0.17Mg0.63Ni0.2
659,11,PCT,86.pdf-004.png,La Mg3.70 Ni1.18,La0.17Mg0.63Ni0.2,La Mg Ni,0.17 0.63 0.2,0.17 0.63 0.2,1.8572666015625,0.625060515945311,588,4479.86037680187,22.85,3.71,1.5776,134.83,221.1,1.3943,3.9237,0.3119,1128.53,2105.69,3.77,7.2961,121.21,69.11,9.992,13.9674,50.668,764.75,-1.6071,3.0492,1.7607,-3.1134,-0.3325,-3.6792,0.0063,-2.9975,47.9579,55.8713,-0.2049,0.2691,-0.8057,12.25,7.6011,"['La', 'Mg', 'Ni']","['0.17', '0.63', '0.2']","['La', 'Mg', 'Ni']",[0.17 0.63 0.2],La0.17Mg0.63Ni0.2
660,11,PCT,86.pdf-004.png,La Mg3.70 Ni1.18,La0.17Mg0.63Ni0.2,La Mg Ni,0.17 0.63 0.2,0.17 0.63 0.2,1.8926630859375,0.632089048237544,588,4507.19357564562,22.85,3.71,1.5776,134.83,221.1,1.3943,3.9237,0.3119,1128.53,2105.69,3.77,7.2961,121.21,69.11,9.992,13.9674,50.668,764.75,-1.6071,3.0492,1.7607,-3.1134,-0.3325,-3.6792,0.0063,-2.9975,47.9579,55.8713,-0.2049,0.2691,-0.8057,12.25,7.6011,"['La', 'Mg', 'Ni']","['0.17', '0.63', '0.2']","['La', 'Mg', 'Ni']",[0.17 0.63 0.2],La0.17Mg0.63Ni0.2
661,11,PCT,86.pdf-004.png,La Mg3.70 Ni1.18,La0.17Mg0.63Ni0.2,La Mg Ni,0.17 0.63 0.2,0.17 0.63 0.2,1.9280595703125,0.63919661330328,588,4534.52677448935,22.85,3.71,1.5776,134.83,221.1,1.3943,3.9237,0.3119,1128.53,2105.69,3.77,7.2961,121.21,69.11,9.992,13.9674,50.668,764.75,-1.6071,3.0492,1.7607,-3.1134,-0.3325,-3.6792,0.0063,-2.9975,47.9579,55.8713,-0.2049,0.2691,-0.8057,12.25,7.6011,"['La', 'Mg', 'Ni']","['0.17', '0.63', '0.2']","['La', 'Mg', 'Ni']",[0.17 0.63 0.2],La0.17Mg0.63Ni0.2
662,11,PCT,86.pdf-004.png,La Mg3.70 Ni1.18,La0.17Mg0.63Ni0.2,La Mg Ni,0.17 0.63 0.2,0.17 0.63 0.2,1.9634560546875,0.646802023664064,588,4563.43992702349,22.85,3.71,1.5776,134.83,221.1,1.3943,3.9237,0.3119,1128.53,2105.69,3.77,7.2961,121.21,69.11,9.992,13.9674,50.668,764.75,-1.6071,3.0492,1.7607,-3.1134,-0.3325,-3.6792,0.0063,-2.9975,47.9579,55.8713,-0.2049,0.2691,-0.8057,12.25,7.6011,"['La', 'Mg', 'Ni']","['0.17', '0.63', '0.2']","['La', 'Mg', 'Ni']",[0.17 0.63 0.2],La0.17Mg0.63Ni0.2
663,11,PCT,86.pdf-004.png,La Mg3.70 Ni1.18,La0.17Mg0.63Ni0.2,La Mg Ni,0.17 0.63 0.2,0.17 0.63 0.2,1.9988525390625,0.654624848406741,588,4592.82706566474,22.85,3.71,1.5776,134.83,221.1,1.3943,3.9237,0.3119,1128.53,2105.69,3.77,7.2961,121.21,69.11,9.992,13.9674,50.668,764.75,-1.6071,3.0492,1.7607,-3.1134,-0.3325,-3.6792,0.0063,-2.9975,47.9579,55.8713,-0.2049,0.2691,-0.8057,12.25,7.6011,"['La', 'Mg', 'Ni']","['0.17', '0.63', '0.2']","['La', 'Mg', 'Ni']",[0.17 0.63 0.2],La0.17Mg0.63Ni0.2
664,11,PCT,86.pdf-004.png,La Mg3.70 Ni1.18,La0.17Mg0.63Ni0.2,La Mg Ni,0.17 0.63 0.2,0.17 0.63 0.2,2.0342490234375,0.662542287242627,588,4622.21420430598,22.85,3.71,1.5776,134.83,221.1,1.3943,3.9237,0.3119,1128.53,2105.69,3.77,7.2961,121.21,69.11,9.992,13.9674,50.668,764.75,-1.6071,3.0492,1.7607,-3.1134,-0.3325,-3.6792,0.0063,-2.9975,47.9579,55.8713,-0.2049,0.2691,-0.8057,12.25,7.6011,"['La', 'Mg', 'Ni']","['0.17', '0.63', '0.2']","['La', 'Mg', 'Ni']",[0.17 0.63 0.2],La0.17Mg0.63Ni0.2
665,11,PCT,86.pdf-004.png,La Mg3.70 Ni1.18,La0.17Mg0.63Ni0.2,La Mg Ni,0.17 0.63 0.2,0.17 0.63 0.2,2.0696455078125,0.670598827083991,588,4651.75933831627,22.85,3.71,1.5776,134.83,221.1,1.3943,3.9237,0.3119,1128.53,2105.69,3.77,7.2961,121.21,69.11,9.992,13.9674,50.668,764.75,-1.6071,3.0492,1.7607,-3.1134,-0.3325,-3.6792,0.0063,-2.9975,47.9579,55.8713,-0.2049,0.2691,-0.8057,12.25,7.6011,"['La', 'Mg', 'Ni']","['0.17', '0.63', '0.2']","['La', 'Mg', 'Ni']",[0.17 0.63 0.2],La0.17Mg0.63Ni0.2
666,11,PCT,86.pdf-004.png,La Mg3.70 Ni1.18,La0.17Mg0.63Ni0.2,La Mg Ni,0.17 0.63 0.2,0.17 0.63 0.2,2.1050419921875,0.678709465123132,588,4681.14647695752,22.85,3.71,1.5776,134.83,221.1,1.3943,3.9237,0.3119,1128.53,2105.69,3.77,7.2961,121.21,69.11,9.992,13.9674,50.668,764.75,-1.6071,3.0492,1.7607,-3.1134,-0.3325,-3.6792,0.0063,-2.9975,47.9579,55.8713,-0.2049,0.2691,-0.8057,12.25,7.6011,"['La', 'Mg', 'Ni']","['0.17', '0.63', '0.2']","['La', 'Mg', 'Ni']",[0.17 0.63 0.2],La0.17Mg0.63Ni0.2
667,11,PCT,86.pdf-004.png,La Mg3.70 Ni1.18,La0.17Mg0.63Ni0.2,La Mg Ni,0.17 0.63 0.2,0.17 0.63 0.2,2.1404384765625,0.686918198247956,588,4710.53361559877,22.85,3.71,1.5776,134.83,221.1,1.3943,3.9237,0.3119,1128.53,2105.69,3.77,7.2961,121.21,69.11,9.992,13.9674,50.668,764.75,-1.6071,3.0492,1.7607,-3.1134,-0.3325,-3.6792,0.0063,-2.9975,47.9579,55.8713,-0.2049,0.2691,-0.8057,12.25,7.6011,"['La', 'Mg', 'Ni']","['0.17', '0.63', '0.2']","['La', 'Mg', 'Ni']",[0.17 0.63 0.2],La0.17Mg0.63Ni0.2
668,11,PCT,86.pdf-004.png,La Mg3.70 Ni1.18,La0.17Mg0.63Ni0.2,La Mg Ni,0.17 0.63 0.2,0.17 0.63 0.2,2.1758349609375,0.700684759136786,588,4759.03819389373,22.85,3.71,1.5776,134.83,221.1,1.3943,3.9237,0.3119,1128.53,2105.69,3.77,7.2961,121.21,69.11,9.992,13.9674,50.668,764.75,-1.6071,3.0492,1.7607,-3.1134,-0.3325,-3.6792,0.0063,-2.9975,47.9579,55.8713,-0.2049,0.2691,-0.8057,12.25,7.6011,"['La', 'Mg', 'Ni']","['0.17', '0.63', '0.2']","['La', 'Mg', 'Ni']",[0.17 0.63 0.2],La0.17Mg0.63Ni0.2
669,11,PCT,86.pdf-004.png,La Mg3.70 Ni1.18,La0.17Mg0.63Ni0.2,La Mg Ni,0.17 0.63 0.2,0.17 0.63 0.2,2.2112314453125,0.721597062670534,588,4830.92608680646,22.85,3.71,1.5776,134.83,221.1,1.3943,3.9237,0.3119,1128.53,2105.69,3.77,7.2961,121.21,69.11,9.992,13.9674,50.668,764.75,-1.6071,3.0492,1.7607,-3.1134,-0.3325,-3.6792,0.0063,-2.9975,47.9579,55.8713,-0.2049,0.2691,-0.8057,12.25,7.6011,"['La', 'Mg', 'Ni']","['0.17', '0.63', '0.2']","['La', 'Mg', 'Ni']",[0.17 0.63 0.2],La0.17Mg0.63Ni0.2
670,11,PCT,86.pdf-004.png,La Mg3.70 Ni1.18,La0.17Mg0.63Ni0.2,La Mg Ni,0.17 0.63 0.2,0.17 0.63 0.2,2.24464924422554,0.748067899850936,588,4918.991331636,22.85,3.71,1.5776,134.83,221.1,1.3943,3.9237,0.3119,1128.53,2105.69,3.77,7.2961,121.21,69.11,9.992,13.9674,50.668,764.75,-1.6071,3.0492,1.7607,-3.1134,-0.3325,-3.6792,0.0063,-2.9975,47.9579,55.8713,-0.2049,0.2691,-0.8057,12.25,7.6011,"['La', 'Mg', 'Ni']","['0.17', '0.63', '0.2']","['La', 'Mg', 'Ni']",[0.17 0.63 0.2],La0.17Mg0.63Ni0.2
671,11,PCT,86.pdf-004.png,La Mg3.70 Ni1.18,La0.17Mg0.63Ni0.2,La Mg Ni,0.17 0.63 0.2,0.17 0.63 0.2,2.262640625,0.799243151857033,588,5080.74309781857,22.85,3.71,1.5776,134.83,221.1,1.3943,3.9237,0.3119,1128.53,2105.69,3.77,7.2961,121.21,69.11,9.992,13.9674,50.668,764.75,-1.6071,3.0492,1.7607,-3.1134,-0.3325,-3.6792,0.0063,-2.9975,47.9579,55.8713,-0.2049,0.2691,-0.8057,12.25,7.6011,"['La', 'Mg', 'Ni']","['0.17', '0.63', '0.2']","['La', 'Mg', 'Ni']",[0.17 0.63 0.2],La0.17Mg0.63Ni0.2
672,11,PCT,86.pdf-004.png,La Mg3.70 Ni1.18,La0.17Mg0.63Ni0.2,La Mg Ni,0.17 0.63 0.2,0.17 0.63 0.2,2.277810546875,0.850608162938613,588,5232.99796844912,22.85,3.71,1.5776,134.83,221.1,1.3943,3.9237,0.3119,1128.53,2105.69,3.77,7.2961,121.21,69.11,9.992,13.9674,50.668,764.75,-1.6071,3.0492,1.7607,-3.1134,-0.3325,-3.6792,0.0063,-2.9975,47.9579,55.8713,-0.2049,0.2691,-0.8057,12.25,7.6011,"['La', 'Mg', 'Ni']","['0.17', '0.63', '0.2']","['La', 'Mg', 'Ni']",[0.17 0.63 0.2],La0.17Mg0.63Ni0.2
673,11,PCT,86.pdf-004.png,La Mg3.70 Ni1.18,La0.17Mg0.63Ni0.2,La Mg Ni,0.17 0.63 0.2,0.17 0.63 0.2,2.29298046875,0.905274252493348,588,5385.25283907967,22.85,3.71,1.5776,134.83,221.1,1.3943,3.9237,0.3119,1128.53,2105.69,3.77,7.2961,121.21,69.11,9.992,13.9674,50.668,764.75,-1.6071,3.0492,1.7607,-3.1134,-0.3325,-3.6792,0.0063,-2.9975,47.9579,55.8713,-0.2049,0.2691,-0.8057,12.25,7.6011,"['La', 'Mg', 'Ni']","['0.17', '0.63', '0.2']","['La', 'Mg', 'Ni']",[0.17 0.63 0.2],La0.17Mg0.63Ni0.2
674,11,PCT,86.pdf-004.png,La Mg3.70 Ni1.18,La0.17Mg0.63Ni0.2,La Mg Ni,0.17 0.63 0.2,0.17 0.63 0.2,2.308150390625,0.96359888480293,588,5537.87636557131,22.85,3.71,1.5776,134.83,221.1,1.3943,3.9237,0.3119,1128.53,2105.69,3.77,7.2961,121.21,69.11,9.992,13.9674,50.668,764.75,-1.6071,3.0492,1.7607,-3.1134,-0.3325,-3.6792,0.0063,-2.9975,47.9579,55.8713,-0.2049,0.2691,-0.8057,12.25,7.6011,"['La', 'Mg', 'Ni']","['0.17', '0.63', '0.2']","['La', 'Mg', 'Ni']",[0.17 0.63 0.2],La0.17Mg0.63Ni0.2
675,11,PCT,86.pdf-004.png,La Mg3.70 Ni1.18,La0.17Mg0.63Ni0.2,La Mg Ni,0.17 0.63 0.2,0.17 0.63 0.2,2.3233203125,1.02552655635207,588,5690.13123620186,22.85,3.71,1.5776,134.83,221.1,1.3943,3.9237,0.3119,1128.53,2105.69,3.77,7.2961,121.21,69.11,9.992,13.9674,50.668,764.75,-1.6071,3.0492,1.7607,-3.1134,-0.3325,-3.6792,0.0063,-2.9975,47.9579,55.8713,-0.2049,0.2691,-0.8057,12.25,7.6011,"['La', 'Mg', 'Ni']","['0.17', '0.63', '0.2']","['La', 'Mg', 'Ni']",[0.17 0.63 0.2],La0.17Mg0.63Ni0.2
676,11,PCT,86.pdf-004.png,La Mg3.70 Ni1.18,La0.17Mg0.63Ni0.2,La Mg Ni,0.17 0.63 0.2,0.17 0.63 0.2,2.338490234375,1.09143413755447,588,5842.38610683241,22.85,3.71,1.5776,134.83,221.1,1.3943,3.9237,0.3119,1128.53,2105.69,3.77,7.2961,121.21,69.11,9.992,13.9674,50.668,764.75,-1.6071,3.0492,1.7607,-3.1134,-0.3325,-3.6792,0.0063,-2.9975,47.9579,55.8713,-0.2049,0.2691,-0.8057,12.25,7.6011,"['La', 'Mg', 'Ni']","['0.17', '0.63', '0.2']","['La', 'Mg', 'Ni']",[0.17 0.63 0.2],La0.17Mg0.63Ni0.2
677,11,PCT,86.pdf-004.png,La Mg3.70 Ni1.18,La0.17Mg0.63Ni0.2,La Mg Ni,0.17 0.63 0.2,0.17 0.63 0.2,2.35366015625,1.16175260136548,588,5995.00963332406,22.85,3.71,1.5776,134.83,221.1,1.3943,3.9237,0.3119,1128.53,2105.69,3.77,7.2961,121.21,69.11,9.992,13.9674,50.668,764.75,-1.6071,3.0492,1.7607,-3.1134,-0.3325,-3.6792,0.0063,-2.9975,47.9579,55.8713,-0.2049,0.2691,-0.8057,12.25,7.6011,"['La', 'Mg', 'Ni']","['0.17', '0.63', '0.2']","['La', 'Mg', 'Ni']",[0.17 0.63 0.2],La0.17Mg0.63Ni0.2
678,11,PCT,86.pdf-004.png,La Mg3.70 Ni1.18,La0.17Mg0.63Ni0.2,La Mg Ni,0.17 0.63 0.2,0.17 0.63 0.2,2.368830078125,1.23660151386102,588,6147.6331598157,22.85,3.71,1.5776,134.83,221.1,1.3943,3.9237,0.3119,1128.53,2105.69,3.77,7.2961,121.21,69.11,9.992,13.9674,50.668,764.75,-1.6071,3.0492,1.7607,-3.1134,-0.3325,-3.6792,0.0063,-2.9975,47.9579,55.8713,-0.2049,0.2691,-0.8057,12.25,7.6011,"['La', 'Mg', 'Ni']","['0.17', '0.63', '0.2']","['La', 'Mg', 'Ni']",[0.17 0.63 0.2],La0.17Mg0.63Ni0.2
